primaryName,birthYear,deathYear,primaryProfession
Gianfranco Pierantoni,1966,\N,"producer,production_manager,miscellaneous"
Al LaVerde,\N,\N,camera_department
Peter Greenwood,1962,\N,"actor,special_effects,miscellaneous"
Bruce Birmelin,\N,\N,camera_department
Hema Malini,1948,\N,"actress,producer,director"
Rhoda Kaindl,1967,\N,actress
Jennifer Stivala,1975,\N,"miscellaneous,producer"
Ike Gingrich,1952,\N,actor
Sanjay Dutt,1959,\N,"actor,music_department,soundtrack"
Sunil Dutt,1930,2005,"actor,producer,director"
Dan van Husen,1945,\N,actor
Dominik Podbielski,1982,\N,actor
Paul Landres,1912,2001,"director,editor,editorial_department"
Paul Landers,1964,\N,"composer,soundtrack,writer"
Francis Creighton,1972,\N,actor
Shobhan Babu,1937,2008,actor
David E. West,\N,\N,"cinematographer,camera_department,producer"
David J. West,\N,\N,"cinematographer,director"
Vidyasagar,\N,\N,"composer,soundtrack,actor"
Harry Gregson-Williams,1961,\N,"composer,music_department,soundtrack"
Jeff Danna,1964,\N,"composer,music_department,soundtrack"
Gary Frutkoff,\N,\N,"production_designer,art_department,art_director"
David Melito,\N,\N,"miscellaneous,art_department,producer"
Carolyne Chauncey,\N,\N,"editorial_department,editor"
Byron Werner,\N,\N,"cinematographer,camera_department,producer"
Byron Werner,\N,\N,"visual_effects,animation_department,miscellaneous"
Kerry Phillips,\N,\N,"special_effects,camera_department"
Matt Farell,1967,\N,"visual_effects,animation_department"
Wade Eastwood,\N,\N,"stunts,assistant_director,actor"
John Fasano,1961,2014,"writer,producer,director"
Robert Israel,1963,\N,"composer,music_department,producer"
JÃ©rÃ´me Savary,1942,2013,"miscellaneous,actor,writer"
Stephen P. Robinson,\N,\N,"sound_department,music_department"
Steve Binder,1932,\N,"producer,director,writer"
Adam Weissman,\N,\N,"director,writer,miscellaneous"
Kas Braganza,\N,\N,"assistant_director,production_manager,location_management"
Tricia Cameron,\N,\N,make_up_department
Alberto Basail,1938,2000,"cinematographer,director,actor"
LaNessa Phearson,1961,\N,sound_department
Elenie Mansalis,\N,\N,"assistant_director,miscellaneous,production_manager"
Warren Bennett,\N,\N,"composer,soundtrack,music_department"
Bruce Swift,1952,\N,"camera_department,miscellaneous"
Joe Virzi,\N,\N,"casting_department,actor,miscellaneous"
Dafydd Arwyn Jones,\N,\N,"assistant_director,production_manager,director"
Markus Wade,1966,\N,"sound_department,actor"
Kevin Speckmaier,\N,\N,"assistant_director,director,writer"
Edward Nassour,1947,\N,"editor,editorial_department,production_manager"
Karen Gaviola,\N,\N,"director,assistant_director,producer"
Sandy Collora,1968,\N,"producer,special_effects,director"
TÃ_mas Gislason,1961,\N,"editor,writer,director"
Dean Okrand,1951,\N,sound_department
Ron Arnold,\N,\N,"sound_department,composer"
Dick Smith,1922,2014,"make_up_department,special_effects,miscellaneous"
John 'Bud' Cardos,1929,\N,"actor,stunts,transportation_department"
Paul Robert Langdon,1988,\N,actor
Scott Garrett,1959,\N,"art_department,actor"
Sam Hurwitz,\N,\N,"producer,director,writer"
Paul Schneider,\N,\N,"director,producer"
Alfred F. Woodley,1969,\N,"actor,director,writer"
Thomas Morris,1966,\N,"actor,writer"
Eddie Mui,\N,\N,"actor,producer,writer"
Daniel GÃ©lin,1921,2002,"actor,director,writer"
Kareena Kapoor,1980,\N,"actress,soundtrack,music_department"
Michael Lange,1950,\N,"director,producer,assistant_director"
SÃ¶nke Hansen,\N,\N,"camera_department,cinematographer,director"
Don Dunn,\N,\N,"producer,miscellaneous,production_manager"
Kodanda Rami Reddy A.,\N,\N,"director,writer,actor"
Seeta Rama Anjaneyulu Chilakalapudi,1907,1963,"actor,music_department"
Andrea Powell,1965,\N,actress
Mark A. Lewis,\N,\N,"camera_department,miscellaneous"
Ann Kindberg,\N,\N,"producer,production_manager,assistant_director"
Catrine McGregor,\N,\N,"casting_director,producer,writer"
Glenn S. Gainor,\N,\N,"producer,production_manager,actor"
Harry Keramidas,1940,\N,"editor,editorial_department,sound_department"
Bac DeLorme,\N,\N,"assistant_director,writer,producer"
Marc Forget,\N,\N,actor
Mark Forget,\N,\N,actor
Kevin O'Hara,1969,\N,"miscellaneous,actor,writer"
Joseph Maurer,\N,\N,"producer,writer,miscellaneous"
D. Joanne Malo,\N,\N,"assistant_director,miscellaneous,camera_department"
Paolo deGuzman,1969,\N,"visual_effects,animation_department,miscellaneous"
Antonio Sabato Jr.,1972,\N,"actor,producer,writer"
Antonio Sabato,1943,\N,"actor,miscellaneous"
Carroll Baker,1931,\N,actress
Clark Hayes,\N,\N,actress
Clark Hayes,\N,\N,sound_department
Marisa Paredes,1946,\N,"actress,miscellaneous"
Pamela Stahl,1976,\N,"miscellaneous,art_department,location_management"
Hal Kessler,\N,\N,"producer,miscellaneous,executive"
Ann Carli,\N,\N,"producer,music_department"
Nicolas Gessner,1931,\N,"director,writer,producer"
Salik Silverstein,\N,\N,"director,actor,writer"
James Joyce,1882,1941,writer
Rocco Salata,1970,\N,"actor,miscellaneous,cinematographer"
James Jacobson,\N,\N,"music_department,composer,soundtrack"
Dic Jones,\N,\N,"producer,production_manager"
Rajkumar,1928,2006,"actor,music_department,soundtrack"
Marco Marinangeli,\N,\N,"soundtrack,composer,music_department"
Peter Myslowski,1956,\N,camera_department
Suella Kennedy,\N,\N,"visual_effects,producer,writer"
Sally Eccleston,\N,\N,"camera_department,director,miscellaneous"
Wolfgang Wesemann,\N,\N,"camera_department,cinematographer,art_department"
Learan Kahanov,\N,\N,"camera_department,cinematographer"
Nikhil Kamkolkar,\N,\N,"actor,camera_department,director"
Kevin Cooney,1945,\N,actor
Laura Albert,\N,\N,"stunts,actress,miscellaneous"
Heath Banks,1974,\N,"miscellaneous,production_manager,producer"
Amy Lyndon,\N,\N,"actress,producer,director"
Fred V. Merrick,1899,1983,"assistant_director,writer,director"
Julie Mannix,\N,\N,"actress,miscellaneous"
Susan McNamara,\N,\N,"production_manager,miscellaneous,producer"
Phil Alden Robinson,1950,\N,"writer,director,producer"
Antonio Machado,1875,1939,"soundtrack,writer"
Ivan Rogers,1954,2010,"actor,producer,writer"
Paul Maibaum,1951,\N,"cinematographer,camera_department,director"
Serge Colbert,1967,\N,"composer,soundtrack"
Ari Wise,\N,\N,"composer,talent_agent,music_department"
Chad Waters,\N,\N,"make_up_department,miscellaneous,special_effects"
C. Cory M. McCrum-Abdo,1949,\N,"miscellaneous,production_manager,producer"
Bry Thomas Sanders,1968,\N,"camera_department,cinematographer,producer"
Ken Blakey,1947,\N,"cinematographer,camera_department,director"
Sheila Curran Bernard,\N,\N,"writer,producer,director"
Malcolm Xerxes,1965,2005,"actor,stunts"
Elaine C. Andrianos,\N,\N,"editorial_department,visual_effects,miscellaneous"
Gina Marie Ome,\N,\N,costume_department
FrÃ©dÃ©ric Forestier,1969,\N,"director,actor,writer"
Marc Rizzo,\N,\N,"art_director,production_designer,actor"
Aaliyah,1979,2001,"soundtrack,actress,composer"
Mark Addy,1964,\N,"actor,soundtrack"
Lou Adler,1933,\N,"soundtrack,producer,music_department"
Christina Aguilera,1980,\N,"soundtrack,actress,composer"
Jessica Alba,1981,\N,"actress,cinematographer,producer"
Buzz Aldrin,1930,\N,"actor,miscellaneous,writer"
Erika Alexander,1969,\N,"actress,writer,director"
Kim Alexis,1960,\N,actress
Lucky Ali,1958,\N,"music_department,actor,soundtrack"
Tatyana Ali,1979,\N,"actress,producer,soundtrack"
Marcus Allen,1960,\N,"actor,producer,soundtrack"
Marty Allen,1922,2018,"actor,soundtrack"
Alley,\N,\N,actress
Herb Alpert,1935,\N,"soundtrack,music_department,actor"
Summer Altice,1979,\N,actress
Louie Anderson,1953,\N,"actor,writer,producer"
Mario Andretti,1940,\N,"actor,writer,camera_department"
Michael Andretti,1962,\N,"actor,camera_department,producer"
Giuseppe Andrews,1979,\N,"actor,director,writer"
Naveen Andrews,1969,\N,actor
Marc Anthony,1968,\N,"soundtrack,actor,composer"
Fiona Apple,1977,\N,"soundtrack,actress,composer"
Jodi Applegate Kay,1964,\N,actress
Giorgio Armani,1934,\N,"costume_department,costume_designer,actor"
Will Arnett,1970,\N,"actor,producer,writer"
Darren Aronofsky,1969,\N,"producer,director,writer"
Peter Asher,1944,\N,"soundtrack,actor,music_department"
Desmond Askew,1972,\N,actor
Jennifer Aspen,1973,\N,"actress,producer"
Patti Austin,1948,\N,"soundtrack,actress,music_department"
Erykah Badu,1971,\N,"soundtrack,actress,music_department"
Glen Ballard,1953,\N,"soundtrack,composer,music_department"
Tyra Banks,1973,\N,"producer,writer,actress"
Christine Baranski,1952,\N,"actress,soundtrack,producer"
Charles Barkley,1963,\N,actor
Lance Bass,1979,\N,"actor,soundtrack,producer"
Kylie Bax,1975,\N,actress
Carole Bayer Sager,1947,\N,"soundtrack,music_department,composer"
Michael Beach,1963,\N,"actor,producer"
Orson Bean,1928,\N,"actor,writer,soundtrack"
Garcelle Beauvais,1966,\N,"actress,producer"
Boris Becker,1967,\N,actor
Walter Becker,1950,2017,"soundtrack,composer,producer"
Tyson Beckford,1970,\N,"actor,producer"
James Van Der Beek,1977,\N,"actor,writer,soundtrack"
Jason Behr,1973,\N,"actor,soundtrack"
Shari Belafonte,1954,\N,"actress,camera_department,soundtrack"
Catherine Bell,1968,\N,"actress,producer,miscellaneous"
Lauralee Bell,1968,\N,"actress,producer,writer"
Bill Bellamy,1965,\N,"actor,producer,writer"
Camilla Belle,1986,\N,"actress,soundtrack,producer"
Maria Bello,1967,\N,"actress,producer,writer"
Gil Bellows,1967,\N,"actor,producer,director"
Lawrence Bender,1957,\N,"producer,camera_department,actor"
Paulo Benedeti,1975,\N,"actor,writer,producer"
Tony Bennett,1926,\N,"soundtrack,actor,writer"
Wes Bentley,1978,\N,"actor,producer,soundtrack"
Julie Benz,1972,\N,"actress,soundtrack"
Emily Bergl,1975,\N,actress
Marilyn Bergman,1929,\N,"music_department,soundtrack,writer"
Crystal Bernard,1961,\N,"actress,soundtrack"
Troy Byer,1964,\N,"actress,writer,director"
Leslie Bibb,1974,\N,"actress,producer,soundtrack"
Jessica Biel,1982,\N,"actress,producer,soundtrack"
Jason Biggs,1978,\N,"actor,producer"
Clint Black,1962,\N,"soundtrack,actor,composer"
Selma Blair,1972,\N,"actress,producer"
Asha Blake,1961,\N,actress
Kayla Blake,1963,\N,"actress,miscellaneous"
Jennifer Blanc-Biehn,1971,\N,"actress,producer,director"
Rachel Blanchard,1976,\N,actress
Miko Blanco,\N,\N,miscellaneous
Mary J. Blige,1971,\N,"soundtrack,actress,composer"
Charlene Bloom,\N,\N,actress
Andrea Bocelli,1958,\N,"soundtrack,actor,music_department"
Steven Bochco,1943,2018,"writer,producer,miscellaneous"
Joseph Bologna,1934,2017,"actor,writer,director"
Gillian Bonner,1966,\N,"producer,editor,actress"
Pat Boone,1934,\N,"soundtrack,actor,producer"
David Boreanaz,1969,\N,"actor,producer,director"
Da Brat,1974,\N,"actress,soundtrack,composer"
Toni Braxton,1966,\N,"soundtrack,actress,producer"
Lisa Brenner,1974,\N,"actress,producer"
Angelica Bridges,1970,\N,actress
Todd Bridges,1965,\N,"actor,producer,director"
Pat Briggs,\N,\N,actor
Erin Brockovich-Ellis,1960,\N,actress
Adrien Brody,1973,\N,"actor,producer,composer"
Garth Brooks,1962,\N,"soundtrack,actor,producer"
Meredith Brooks,1958,\N,"soundtrack,actress,composer"
Bobbie Brown,1969,\N,actress
Kimberly J. Brown,1984,\N,"actress,producer,miscellaneous"
Ryan Browning,1974,\N,actor
Tony Bui,1973,\N,"writer,director,producer"
Delta Burke,1956,\N,"actress,producer,soundtrack"
Brooke Burns,1978,\N,"actress,soundtrack"
Saffron Burrows,1972,\N,"actress,soundtrack"
Rebeccah Bush,1968,\N,actress
Amanda Bynes,1986,\N,"actress,soundtrack"
Scott Caan,1976,\N,"actor,writer,director"
Linda Lee Cadwell,1945,\N,"director,actress,writer"
Ashley Tesoro,1983,\N,"actress,writer,producer"
Monica Calhoun,1971,\N,"actress,producer"
Glen Campbell,1936,2017,"soundtrack,actor,music_department"
Jessica Campbell,1982,\N,"actress,camera_department,producer"
Tevin Campbell,1976,\N,"actor,soundtrack,composer"
Bruno Campos,1973,\N,"actor,soundtrack"
Stephen J. Cannell,1941,2010,"writer,producer,actor"
Mark Canton,1949,\N,"producer,production_manager,miscellaneous"
Jessica Capshaw,1976,\N,"actress,soundtrack,miscellaneous"
Nestor Carbonell,1967,\N,"actor,director,writer"
Linda Cardellini,1975,\N,"actress,soundtrack"
Amie Carey,\N,\N,actress
Drew Carey,1958,\N,"actor,writer,producer"
Adam Carolla,1964,\N,"writer,producer,actor"
Charisma Carpenter,1970,\N,"actress,producer,soundtrack"
Gabriel Carpenter,1977,\N,actor
Lisa Nicole Carson,1969,\N,"actress,soundtrack"
Aaron Carter,1987,\N,"soundtrack,actor,producer"
Chris Carter,1956,\N,"writer,producer,director"
Deana Carter,1966,\N,"actress,soundtrack,music_department"
Lynda Carter,1951,\N,"actress,soundtrack,producer"
Nancy Cartwright,1957,\N,"actress,soundtrack,producer"
Jessica Cauffiel,1976,\N,"actress,producer,writer"
Christine Cavanaugh,1963,2014,"actress,soundtrack"
Lumi Cavazos,1968,\N,actress
Matt CedeÃ±o,1973,\N,actor
Jo Champa,1968,\N,actress
Charo,1951,\N,"actress,soundtrack,miscellaneous"
Morris Chestnut,1969,\N,"actor,producer,director"
Michael Chiklis,1963,\N,"actor,producer,director"
Melanie C,1974,\N,"soundtrack,actress,music_department"
Scarlett Chorvat,1972,\N,actress
China Chow,1974,\N,"actress,producer"
Emmanuelle Chriqui,1975,\N,"actress,producer"
Helena Christensen,1968,\N,actress
Eddie Cibrian,1973,\N,actor
Cisco,\N,\N,actor
Spencer Treat Clark,1987,\N,"actor,producer"
Tamara Clatterbuck,1963,\N,actress
Natalie Cole,1950,2015,"soundtrack,actress,music_department"
Paula Cole,1968,\N,"soundtrack,actress,music_department"
Gary Collins,1938,2012,"actor,writer"
Stephen Collins,1947,\N,"actor,soundtrack,director"
Sean 'Diddy' Combs,1969,\N,"soundtrack,producer,actor"
Brian Connolly,\N,\N,actor
Richard Cook,\N,\N,"actor,writer"
Martha Coolidge,1946,\N,"director,producer,writer"
Coolio,1963,\N,"music_department,soundtrack,actor"
Alice Cooper,1948,\N,"soundtrack,actor,composer"
Stewart Copeland,1952,\N,"composer,music_department,soundtrack"
Billy Corgan,1967,\N,"soundtrack,music_department,composer"
Don Cornelius,1936,2012,"writer,producer,actor"
Dan Cortese,1967,\N,"actor,soundtrack,director"
Elvis Costello,1954,\N,"soundtrack,actor,producer"
Marisa Coughlan,1974,\N,"actress,writer,producer"
Walter Cronkite,1916,2009,"actor,editorial_department,producer"
Cathy Lee Crosby,1944,\N,"actress,producer,executive"
David Crosby,1941,\N,"soundtrack,actor,music_department"
Alexis Cruz,1974,\N,actor
PenÃ©lope Cruz,1974,\N,"actress,soundtrack,producer"
Jane Curtin,1947,\N,"actress,soundtrack"
Julie Cypher,1964,\N,"assistant_director,director"
Billy Ray Cyrus,1961,\N,"actor,soundtrack,writer"
Mike D,1965,\N,"soundtrack,actor,composer"
Carson Daly,1973,\N,"producer,actor,music_department"
Tim Daly,1956,\N,"actor,producer,director"
Patrika Darbo,1948,\N,"actress,producer,director"
Dana Daurey,1976,\N,actress
Clive Davis,1932,\N,"soundtrack,producer,music_department"
Josie Davis,1973,\N,"actress,producer,writer"
Kristin Davis,1965,\N,"actress,producer,soundtrack"
Marvin Davis,1931,2005,actor
Nancy Reagan,1921,2016,actress
Taylor Dayne,1962,\N,"actress,soundtrack,composer"
Amanda De Cadenet,1972,\N,"actress,producer"
James DeBello,1980,\N,"actor,soundtrack"
Majandra Delfino,1981,\N,"actress,soundtrack"
Pepa,1969,\N,"actress,producer,soundtrack"
Paula Devicq,1965,\N,actress
Neil Diamond,1941,\N,"soundtrack,music_department,actor"
Don Diamont,1962,\N,"actor,stunts"
Andy Dick,1965,\N,"actor,producer,writer"
Vin Diesel,1967,\N,"producer,actor,director"
Taye Diggs,1971,\N,"actor,producer,soundtrack"
Dishwalla,\N,\N,"soundtrack,actor,music_department"
Roy Edward Disney,1930,2009,"producer,writer,director"
Kevin Dobson,1943,\N,"actor,director"
Snoop Dogg,1971,\N,"actor,soundtrack,producer"
Micky Dolenz,1945,\N,"actor,producer,director"
PlÃ¡cido Domingo,1941,\N,"actor,soundtrack,music_department"
Phil Donahue,1935,\N,"actor,producer,director"
Tate Donovan,1963,\N,"actor,director,soundtrack"
Roma Downey,1960,\N,"actress,producer,executive"
Fred Dryer,1946,\N,"actor,producer,writer"
Bill Duke,1943,\N,"director,actor,producer"
Nora Dunn,1952,\N,"actress,soundtrack,writer"
Debbe Dunning,1966,\N,"actress,animation_department,miscellaneous"
Jermaine Dupri,1972,\N,"soundtrack,composer,actor"
Fred Durst,1970,\N,"soundtrack,actor,director"
John Dye,1963,2011,"actor,director,producer"
Kenneth 'Babyface' Edmonds,1958,\N,"soundtrack,music_department,composer"
Hallie Eisenberg,1992,\N,"actress,soundtrack"
Michael Eisner,1942,\N,"producer,writer,executive"
David James Elliott,1960,\N,"actor,director,producer"
Eminem,1972,\N,"soundtrack,actor,composer"
John Enos III,1962,\N,"actor,writer"
Omar Epps,1973,\N,"actor,music_department,producer"
Ethan Erickson,1973,\N,actor
Rob Estes,1963,\N,"actor,director"
Esther CaÃ±adas,1977,\N,actress
Melissa Etheridge,1961,\N,"soundtrack,actress,composer"
